lr-Adam,step,train loss,epoch
,5499,5.155511856079102,3
0.0001,5549,,
,5549,5.1489691734313965,3
0.0001,5599,,
,5599,5.1798906326293945,3
0.0001,5649,,
,5649,5.194210052490234,3
0.0001,5699,,
,5699,4.808138370513916,3
0.0001,5749,,
,5749,4.889604568481445,3
0.0001,5799,,
,5799,5.191938400268555,3
0.0001,5849,,
,5849,4.93597412109375,3
0.0001,5899,,
,5899,4.976070404052734,3
0.0001,5949,,
,5949,4.947965145111084,3
0.0001,5999,,
,5999,4.928455352783203,3
0.0001,6049,,
,6049,4.876287460327148,3
0.0001,6099,,
,6099,5.198029041290283,3
0.0001,6149,,
,6149,4.966094493865967,3
0.0001,6199,,
,6199,5.255563735961914,3
0.0001,6249,,
,6249,5.087799549102783,3
0.0001,6299,,
,6299,4.749964714050293,3
0.0001,6349,,
,6349,4.857564449310303,3
0.0001,6399,,
,6399,4.655390739440918,3
0.0001,6449,,
,6449,4.732625961303711,3
0.0001,6499,,
,6499,4.958232879638672,3
0.0001,6549,,
,6549,5.122747421264648,3
0.0001,6599,,
,6599,4.567893981933594,3
0.0001,6649,,
,6649,5.091662406921387,3
0.0001,6699,,
,6699,4.843238353729248,3
0.0001,6749,,
,6749,4.958247184753418,3
0.0001,6799,,
,6799,4.727900505065918,3
0.0001,6849,,
,6849,5.069970607757568,3
0.0001,6899,,
