lr-Adam,step,train loss,epoch
,3249,5.270411491394043,1
0.0001,3299,,
,3299,5.476264953613281,1
0.0001,3349,,
,3349,5.453525543212891,1
0.0001,3399,,
,3399,5.749237060546875,1
0.0001,3449,,
,3449,5.295032501220703,1
0.0001,3499,,
,3499,5.822431564331055,1
0.0001,3549,,
,3549,5.549499034881592,1
0.0001,3599,,
,3599,5.394995212554932,1
0.0001,3649,,
,3649,5.2433247566223145,2
0.0001,3699,,
,3699,5.567306995391846,2
0.0001,3749,,
,3749,5.211334228515625,2
0.0001,3799,,
,3799,5.29984712600708,2
0.0001,3849,,
,3849,5.360416412353516,2
0.0001,3899,,
,3899,5.231990814208984,2
0.0001,3949,,
,3949,4.990772724151611,2
0.0001,3999,,
,3999,5.356138229370117,2
0.0001,4049,,
,4049,4.9781694412231445,2
0.0001,4099,,
,4099,5.353942394256592,2
0.0001,4149,,
,4149,5.46878719329834,2
0.0001,4199,,
,4199,5.33178186416626,2
0.0001,4249,,
,4249,5.58715295791626,2
0.0001,4299,,
,4299,5.2266035079956055,2
0.0001,4349,,
,4349,5.503472328186035,2
0.0001,4399,,
,4399,5.178133010864258,2
0.0001,4449,,
,4449,5.2056779861450195,2
0.0001,4499,,
,4499,4.822592258453369,2
0.0001,4549,,
,4549,5.299973487854004,2
0.0001,4599,,
,4599,5.106234550476074,2
0.0001,4649,,
,4649,5.512521743774414,2
0.0001,4699,,
,4699,5.273598670959473,2
0.0001,4749,,
,4749,5.429429531097412,2
0.0001,4799,,
,4799,5.251490116119385,2
0.0001,4849,,
,4849,5.436101913452148,2
0.0001,4899,,
,4899,4.703581809997559,2
0.0001,4949,,
,4949,5.351243019104004,2
0.0001,4999,,
,4999,5.1490068435668945,2
0.0001,5049,,
,5049,5.243264675140381,2
0.0001,5099,,
,5099,5.103329181671143,2
0.0001,5149,,
,5149,5.379789352416992,2
0.0001,5199,,
,5199,5.010734558105469,2
0.0001,5249,,
,5249,5.699878215789795,2
0.0001,5299,,
,5299,5.320013999938965,2
0.0001,5349,,
,5349,5.191449165344238,2
0.0001,5399,,
,5399,5.650897979736328,2
0.0001,5449,,
,5449,5.4381022453308105,2
0.0001,5499,,
,5499,4.972759246826172,3
0.0001,5549,,
,5549,5.20287561416626,3
0.0001,5599,,
,5599,5.041292190551758,3
0.0001,5649,,
,5649,5.249934673309326,3
0.0001,5699,,
,5699,4.99168586730957,3
0.0001,5749,,
,5749,4.761675834655762,3
0.0001,5799,,
,5799,5.109918117523193,3
0.0001,5849,,
,5849,5.016270637512207,3
0.0001,5899,,
,5899,5.147006988525391,3
0.0001,5949,,
,5949,5.069662094116211,3
0.0001,5999,,
,5999,5.113990783691406,3
0.0001,6049,,
,6049,5.083220481872559,3
0.0001,6099,,
,6099,4.896291732788086,3
0.0001,6149,,
,6149,4.911749362945557,3
0.0001,6199,,
,6199,5.318652153015137,3
0.0001,6249,,
,6249,5.015066146850586,3
0.0001,6299,,
,6299,5.309274196624756,3
0.0001,6349,,
,6349,4.9648847579956055,3
0.0001,6399,,
,6399,5.196927070617676,3
0.0001,6449,,
,6449,4.759031295776367,3
0.0001,6499,,
,6499,4.617924690246582,3
0.0001,6549,,
,6549,4.9436211585998535,3
0.0001,6599,,
,6599,4.757356643676758,3
0.0001,6649,,
,6649,5.04127836227417,3
0.0001,6699,,
,6699,4.816534996032715,3
0.0001,6749,,
,6749,5.158763408660889,3
0.0001,6799,,
,6799,5.042136192321777,3
0.0001,6849,,
,6849,5.250575065612793,3
0.0001,6899,,
,6899,4.757024765014648,3
0.0001,6949,,
,6949,4.765666961669922,3
0.0001,6999,,
,6999,4.931656837463379,3
0.0001,7049,,
,7049,4.711084365844727,3
0.0001,7099,,
,7099,5.3045148849487305,3
0.0001,7149,,
,7149,5.068024158477783,3
0.0001,7199,,
,7199,4.823309421539307,3
0.0001,7249,,
,7249,5.130122661590576,3
0.0001,7299,,
,7299,4.693907737731934,4
0.0001,7349,,
,7349,4.961223602294922,4
0.0001,7399,,
,7399,4.572835445404053,4
0.0001,7449,,
,7449,4.605804443359375,4
0.0001,7499,,
,7499,4.676051139831543,4
0.0001,7549,,
,7549,4.787561893463135,4
0.0001,7599,,
,7599,4.861020088195801,4
0.0001,7649,,
,7649,5.206282615661621,4
0.0001,7699,,
,7699,4.9688873291015625,4
0.0001,7749,,
,7749,4.5116167068481445,4
0.0001,7799,,
,7799,4.744436740875244,4
0.0001,7849,,
,7849,4.816357135772705,4
0.0001,7899,,
,7899,4.533229351043701,4
0.0001,7949,,
,7949,5.165596008300781,4
0.0001,7999,,
,7999,4.918945789337158,4
0.0001,8049,,
,8049,4.972005844116211,4
0.0001,8099,,
,8099,4.293547630310059,4
0.0001,8149,,
,8149,4.781679630279541,4
0.0001,8199,,
,8199,4.696062088012695,4
0.0001,8249,,
,8249,4.513796329498291,4
0.0001,8299,,
,8299,4.811506271362305,4
0.0001,8349,,
,8349,4.623898983001709,4
0.0001,8399,,
,8399,4.693385124206543,4
0.0001,8449,,
,8449,4.773571491241455,4
0.0001,8499,,
,8499,4.460753440856934,4
0.0001,8549,,
,8549,4.967975616455078,4
0.0001,8599,,
,8599,4.448736190795898,4
0.0001,8649,,
,8649,4.323542594909668,4
0.0001,8699,,
,8699,4.736540794372559,4
0.0001,8749,,
,8749,4.893500328063965,4
0.0001,8799,,
,8799,5.008199214935303,4
0.0001,8849,,
,8849,4.961708068847656,4
0.0001,8899,,
,8899,5.065624237060547,4
0.0001,8949,,
,8949,4.80410099029541,4
0.0001,8999,,
,8999,4.838558197021484,4
0.0001,9049,,
,9049,4.780570030212402,4
0.0001,9099,,
,9099,4.4879913330078125,5
0.0001,9149,,
,9149,4.248684406280518,5
0.0001,9199,,
,9199,4.428325176239014,5
0.0001,9249,,
,9249,4.557089805603027,5
0.0001,9299,,
,9299,4.892202377319336,5
0.0001,9349,,
,9349,4.542383670806885,5
0.0001,9399,,
,9399,4.773283004760742,5
0.0001,9449,,
,9449,4.8018670082092285,5
0.0001,9499,,
,9499,4.316371440887451,5
0.0001,9549,,
,9549,4.520460605621338,5
0.0001,9599,,
,9599,4.909989356994629,5
0.0001,9649,,
,9649,4.300050735473633,5
0.0001,9699,,
,9699,4.701614856719971,5
0.0001,9749,,
,9749,4.805120944976807,5
0.0001,9799,,
,9799,4.288440227508545,5
0.0001,9849,,
,9849,4.806633949279785,5
0.0001,9899,,
,9899,4.441228866577148,5
0.0001,9949,,
,9949,4.899660110473633,5
0.0001,9999,,
,9999,4.654547214508057,5
0.0001,10049,,
,10049,4.628218173980713,5
0.0001,10099,,
,10099,4.732776641845703,5
0.0001,10149,,
,10149,4.369876861572266,5
0.0001,10199,,
,10199,4.999309539794922,5
0.0001,10249,,
,10249,4.287291526794434,5
0.0001,10299,,
,10299,4.602280139923096,5
0.0001,10349,,
,10349,4.540979385375977,5
0.0001,10399,,
,10399,4.359326362609863,5
0.0001,10449,,
,10449,4.509512901306152,5
0.0001,10499,,
,10499,4.019720077514648,5
0.0001,10549,,
,10549,4.589075088500977,5
0.0001,10599,,
,10599,4.391988277435303,5
0.0001,10649,,
,10649,3.9972612857818604,5
0.0001,10699,,
,10699,4.53593111038208,5
0.0001,10749,,
,10749,4.307597637176514,5
0.0001,10799,,
,10799,4.430858612060547,5
0.0001,10849,,
,10849,4.222640037536621,5
0.0001,10899,,
,10899,4.823620796203613,5
0.0001,10949,,
,10949,3.921329975128174,6
0.0001,10999,,
,10999,4.271895408630371,6
0.0001,11049,,
,11049,4.221490859985352,6
0.0001,11099,,
,11099,4.129717826843262,6
0.0001,11149,,
,11149,3.992745876312256,6
0.0001,11199,,
,11199,4.453324317932129,6
0.0001,11249,,
,11249,4.011763572692871,6
0.0001,11299,,
,11299,4.141453266143799,6
0.0001,11349,,
,11349,4.156063079833984,6
0.0001,11399,,
,11399,4.014969348907471,6
0.0001,11449,,
,11449,4.670975685119629,6
0.0001,11499,,
,11499,4.345070838928223,6
0.0001,11549,,
,11549,4.07120418548584,6
0.0001,11599,,
,11599,4.562056064605713,6
0.0001,11649,,
,11649,4.4172515869140625,6
0.0001,11699,,
,11699,4.437949180603027,6
0.0001,11749,,
,11749,3.936784267425537,6
0.0001,11799,,
,11799,4.438239097595215,6
0.0001,11849,,
,11849,4.2108564376831055,6
0.0001,11899,,
,11899,4.45546817779541,6
0.0001,11949,,
,11949,4.370873928070068,6
0.0001,11999,,
,11999,4.324243068695068,6
0.0001,12049,,
,12049,4.581121921539307,6
0.0001,12099,,
,12099,4.355316638946533,6
0.0001,12149,,
,12149,4.256498336791992,6
0.0001,12199,,
,12199,4.346441268920898,6
0.0001,12249,,
,12249,4.405001640319824,6
0.0001,12299,,
,12299,3.8994693756103516,6
0.0001,12349,,
,12349,4.2937331199646,6
0.0001,12399,,
,12399,3.999225616455078,6
0.0001,12449,,
,12449,4.332576274871826,6
0.0001,12499,,
,12499,4.124669551849365,6
0.0001,12549,,
,12549,4.053758144378662,6
0.0001,12599,,
,12599,4.497199058532715,6
0.0001,12649,,
,12649,4.18312931060791,6
0.0001,12699,,
,12699,4.584068298339844,6
0.0001,12749,,
,12749,4.032520294189453,7
0.0001,12799,,
,12799,4.050207138061523,7
0.0001,12849,,
,12849,4.080985069274902,7
0.0001,12899,,
,12899,3.794722557067871,7
0.0001,12949,,
,12949,3.8024489879608154,7
0.0001,12999,,
,12999,3.9212875366210938,7
0.0001,13049,,
,13049,4.082254409790039,7
0.0001,13099,,
,13099,4.441826343536377,7
0.0001,13149,,
,13149,4.144815444946289,7
0.0001,13199,,
,13199,4.055352210998535,7
0.0001,13249,,
,13249,3.8724091053009033,7
0.0001,13299,,
,13299,3.793254852294922,7
0.0001,13349,,
,13349,3.9072442054748535,7
0.0001,13399,,
,13399,4.413414001464844,7
0.0001,13449,,
,13449,3.9642276763916016,7
0.0001,13499,,
,13499,4.118259429931641,7
0.0001,13549,,
,13549,4.1087822914123535,7
0.0001,13599,,
,13599,3.8280467987060547,7
0.0001,13649,,
,13649,4.241086483001709,7
0.0001,13699,,
,13699,4.115433216094971,7
0.0001,13749,,
,13749,4.079537868499756,7
0.0001,13799,,
,13799,4.158454895019531,7
0.0001,13849,,
,13849,3.6541125774383545,7
0.0001,13899,,
,13899,3.889230966567993,7
0.0001,13949,,
,13949,4.01652717590332,7
0.0001,13999,,
,13999,3.801410436630249,7
0.0001,14049,,
,14049,3.900592803955078,7
0.0001,14099,,
,14099,4.160968780517578,7
0.0001,14149,,
,14149,3.778947353363037,7
0.0001,14199,,
,14199,4.099801063537598,7
0.0001,14249,,
,14249,4.161766529083252,7
0.0001,14299,,
,14299,4.131030082702637,7
0.0001,14349,,
,14349,3.8703577518463135,7
0.0001,14399,,
,14399,4.585390090942383,7
0.0001,14449,,
,14449,4.25449275970459,7
0.0001,14499,,
,14499,4.131804466247559,7
0.0001,14549,,
,14549,4.335074424743652,7
0.0001,14599,,
,14599,3.6752779483795166,8
0.0001,14649,,
,14649,3.9005961418151855,8
0.0001,14699,,
,14699,4.10194730758667,8
0.0001,14749,,
,14749,3.576211452484131,8
0.0001,14799,,
,14799,3.4992480278015137,8
0.0001,14849,,
,14849,3.817847728729248,8
0.0001,14899,,
,14899,3.767094373703003,8
0.0001,14949,,
,14949,3.7151389122009277,8
0.0001,14999,,
,14999,3.8344674110412598,8
0.0001,15049,,
,15049,4.246176242828369,8
0.0001,15099,,
,15099,4.006803512573242,8
0.0001,15149,,
,15149,3.792107582092285,8
0.0001,15199,,
,15199,4.045565128326416,8
0.0001,15249,,
,15249,3.9153881072998047,8
0.0001,15299,,
,15299,3.4800736904144287,8
0.0001,15349,,
,15349,3.529223918914795,8
0.0001,15399,,
,15399,3.7093024253845215,8
0.0001,15449,,
,15449,3.766188383102417,8
0.0001,15499,,
,15499,4.162800312042236,8
0.0001,15549,,
,15549,3.610790252685547,8
0.0001,15599,,
,15599,3.5213496685028076,8
0.0001,15649,,
,15649,3.8714759349823,8
0.0001,15699,,
,15699,3.7438578605651855,8
0.0001,15749,,
,15749,3.882362127304077,8
0.0001,15799,,
,15799,3.6552734375,8
0.0001,15849,,
,15849,3.9003984928131104,8
0.0001,15899,,
,15899,3.4884839057922363,8
0.0001,15949,,
,15949,3.3895254135131836,8
0.0001,15999,,
,15999,4.206295967102051,8
0.0001,16049,,
,16049,4.134859085083008,8
0.0001,16099,,
,16099,3.786372661590576,8
0.0001,16149,,
,16149,3.7972631454467773,8
0.0001,16199,,
,16199,4.21151876449585,8
0.0001,16249,,
,16249,4.058560848236084,8
0.0001,16299,,
,16299,3.6434717178344727,8
0.0001,16349,,
,16349,4.201510429382324,8
0.0001,16399,,
,16399,3.536910057067871,9
0.0001,16449,,
,16449,3.378410816192627,9
0.0001,16499,,
,16499,3.3550384044647217,9
0.0001,16549,,
,16549,3.9072389602661133,9
0.0001,16599,,
,16599,3.315070152282715,9
0.0001,16649,,
,16649,3.396411418914795,9
0.0001,16699,,
,16699,3.206878900527954,9
0.0001,16749,,
,16749,3.492974281311035,9
0.0001,16799,,
,16799,3.5267348289489746,9
0.0001,16849,,
,16849,3.1901543140411377,9
0.0001,16899,,
,16899,3.3318309783935547,9
0.0001,16949,,
,16949,3.8088622093200684,9
0.0001,16999,,
,16999,3.8322343826293945,9
0.0001,17049,,
,17049,3.4907917976379395,9
0.0001,17099,,
,17099,3.726757049560547,9
0.0001,17149,,
,17149,3.3036797046661377,9
0.0001,17199,,
,17199,3.5224661827087402,9
0.0001,17249,,
,17249,3.4415793418884277,9
0.0001,17299,,
,17299,3.7176923751831055,9
0.0001,17349,,
,17349,3.6124773025512695,9
0.0001,17399,,
,17399,3.419926166534424,9
0.0001,17449,,
,17449,3.6815996170043945,9
0.0001,17499,,
,17499,3.5227952003479004,9
0.0001,17549,,
,17549,3.4713144302368164,9
0.0001,17599,,
,17599,3.4525485038757324,9
0.0001,17649,,
,17649,3.6752853393554688,9
0.0001,17699,,
,17699,3.6847305297851562,9
0.0001,17749,,
,17749,3.370793342590332,9
0.0001,17799,,
,17799,3.2059760093688965,9
0.0001,17849,,
,17849,3.428093910217285,9
0.0001,17899,,
,17899,3.4822192192077637,9
0.0001,17949,,
,17949,3.78596830368042,9
0.0001,17999,,
,17999,3.803109645843506,9
0.0001,18049,,
,18049,4.082202911376953,9
0.0001,18099,,
,18099,3.500978946685791,9
0.0001,18149,,
,18149,3.6416454315185547,9
0.0001,18199,,
,18199,3.2173900604248047,10
0.0001,18249,,
,18249,3.3994016647338867,10
0.0001,18299,,
,18299,3.5975630283355713,10
0.0001,18349,,
,18349,3.4560699462890625,10
0.0001,18399,,
,18399,3.2041244506835938,10
0.0001,18449,,
,18449,3.581120491027832,10
0.0001,18499,,
,18499,3.1771860122680664,10
0.0001,18549,,
,18549,3.5432629585266113,10
0.0001,18599,,
,18599,3.1009535789489746,10
0.0001,18649,,
,18649,3.6330251693725586,10
0.0001,18699,,
,18699,3.368086338043213,10
0.0001,18749,,
,18749,3.342400074005127,10
0.0001,18799,,
,18799,3.4719576835632324,10
0.0001,18849,,
,18849,3.4854230880737305,10
0.0001,18899,,
,18899,2.9359185695648193,10
0.0001,18949,,
,18949,3.821850299835205,10
0.0001,18999,,
,18999,3.6273064613342285,10
0.0001,19049,,
,19049,3.398146152496338,10
0.0001,19099,,
,19099,3.345996856689453,10
0.0001,19149,,
,19149,3.5901310443878174,10
0.0001,19199,,
,19199,3.623551368713379,10
0.0001,19249,,
,19249,3.284437656402588,10
0.0001,19299,,
,19299,3.5285189151763916,10
0.0001,19349,,
,19349,3.4805638790130615,10
0.0001,19399,,
,19399,3.4408464431762695,10
0.0001,19449,,
,19449,3.292069911956787,10
0.0001,19499,,
,19499,3.3858070373535156,10
0.0001,19549,,
,19549,3.4067530632019043,10
0.0001,19599,,
,19599,3.321800708770752,10
0.0001,19649,,
,19649,3.89335298538208,10
0.0001,19699,,
,19699,3.5858166217803955,10
0.0001,19749,,
,19749,3.815711498260498,10
0.0001,19799,,
,19799,3.7250428199768066,10
0.0001,19849,,
,19849,3.6053836345672607,10
0.0001,19899,,
,19899,2.864076852798462,10
0.0001,19949,,
,19949,3.4702682495117188,10
0.0001,19999,,
,19999,3.451866626739502,10
0.0001,20049,,
,20049,2.8639862537384033,11
0.0001,20099,,
,20099,2.923520088195801,11
0.0001,20149,,
,20149,2.953101873397827,11
0.0001,20199,,
,20199,3.232682704925537,11
0.0001,20249,,
,20249,3.037050247192383,11
0.0001,20299,,
,20299,3.3069300651550293,11
0.0001,20349,,
,20349,3.366619110107422,11
0.0001,20399,,
,20399,2.9869894981384277,11
0.0001,20449,,
,20449,3.2947278022766113,11
0.0001,20499,,
,20499,3.1093826293945312,11
0.0001,20549,,
,20549,3.0639920234680176,11
0.0001,20599,,
,20599,3.5054407119750977,11
0.0001,20649,,
,20649,3.6179752349853516,11
0.0001,20699,,
,20699,3.050804615020752,11
0.0001,20749,,
,20749,3.576063394546509,11
0.0001,20799,,
,20799,2.876188278198242,11
0.0001,20849,,
,20849,3.4858498573303223,11
0.0001,20899,,
,20899,3.1552939414978027,11
0.0001,20949,,
,20949,2.8946170806884766,11
0.0001,20999,,
,20999,3.6315817832946777,11
0.0001,21049,,
,21049,3.181913375854492,11
0.0001,21099,,
,21099,2.9338221549987793,11
0.0001,21149,,
,21149,3.5964529514312744,11
0.0001,21199,,
,21199,3.060349464416504,11
0.0001,21249,,
,21249,3.154433488845825,11
0.0001,21299,,
,21299,3.328052043914795,11
0.0001,21349,,
,21349,3.4035191535949707,11
0.0001,21399,,
,21399,3.126166343688965,11
0.0001,21449,,
,21449,2.9306106567382812,11
0.0001,21499,,
,21499,3.1775548458099365,11
0.0001,21549,,
,21549,3.0607376098632812,11
0.0001,21599,,
,21599,3.4102792739868164,11
0.0001,21649,,
,21649,2.951415538787842,11
0.0001,21699,,
,21699,3.3669633865356445,11
0.0001,21749,,
,21749,2.9382472038269043,11
0.0001,21799,,
,21799,3.3956663608551025,11
0.0001,21849,,
,21849,2.8176140785217285,12
0.0001,21899,,
,21899,2.6663708686828613,12
0.0001,21949,,
,21949,2.75087571144104,12
0.0001,21999,,
,21999,2.7589175701141357,12
0.0001,22049,,
,22049,3.287020444869995,12
0.0001,22099,,
,22099,3.0952258110046387,12
0.0001,22149,,
,22149,2.8518786430358887,12
0.0001,22199,,
,22199,3.060619592666626,12
0.0001,22249,,
,22249,2.8959832191467285,12
0.0001,22299,,
,22299,2.637700080871582,12
0.0001,22349,,
,22349,3.0175414085388184,12
0.0001,22399,,
,22399,2.789745330810547,12
0.0001,22449,,
,22449,2.9745676517486572,12
0.0001,22499,,
,22499,2.95058012008667,12
0.0001,22549,,
,22549,2.94057035446167,12
0.0001,22599,,
,22599,3.357083320617676,12
0.0001,22649,,
,22649,2.9212071895599365,12
0.0001,22699,,
,22699,2.978623867034912,12
0.0001,22749,,
,22749,2.9960129261016846,12
0.0001,22799,,
,22799,3.020678997039795,12
0.0001,22849,,
,22849,3.055487632751465,12
0.0001,22899,,
,22899,3.1160635948181152,12
0.0001,22949,,
,22949,2.9192428588867188,12
0.0001,22999,,
,22999,3.1580545902252197,12
0.0001,23049,,
,23049,3.0438039302825928,12
0.0001,23099,,
,23099,3.074392080307007,12
0.0001,23149,,
,23149,2.7977912425994873,12
0.0001,23199,,
,23199,3.175662040710449,12
0.0001,23249,,
,23249,3.0312659740448,12
0.0001,23299,,
,23299,3.039313793182373,12
0.0001,23349,,
,23349,2.818121910095215,12
0.0001,23399,,
,23399,3.188021421432495,12
0.0001,23449,,
,23449,3.4224605560302734,12
0.0001,23499,,
,23499,3.2824268341064453,12
0.0001,23549,,
,23549,3.1611568927764893,12
0.0001,23599,,
,23599,3.202037811279297,12
0.0001,23649,,
,23649,2.704829692840576,13
0.0001,23699,,
,23699,2.757936477661133,13
0.0001,23749,,
,23749,2.9935784339904785,13
0.0001,23799,,
,23799,3.0874810218811035,13
0.0001,23849,,
,23849,2.9271535873413086,13
0.0001,23899,,
,23899,3.1197075843811035,13
0.0001,23949,,
,23949,2.6642398834228516,13
0.0001,23999,,
,23999,2.811837673187256,13
0.0001,24049,,
,24049,2.8862929344177246,13
0.0001,24099,,
,24099,2.725100040435791,13
0.0001,24149,,
,24149,2.7112672328948975,13
0.0001,24199,,
,24199,3.0949647426605225,13
0.0001,24249,,
,24249,3.0139570236206055,13
0.0001,24299,,
,24299,3.069060802459717,13
0.0001,24349,,
,24349,2.992814064025879,13
0.0001,24399,,
,24399,2.758300304412842,13
0.0001,24449,,
,24449,2.9256579875946045,13
0.0001,24499,,
,24499,3.032618522644043,13
0.0001,24549,,
,24549,2.7062907218933105,13
0.0001,24599,,
,24599,2.8545687198638916,13
0.0001,24649,,
,24649,2.871547222137451,13
0.0001,24699,,
,24699,3.0227761268615723,13
0.0001,24749,,
,24749,2.8594424724578857,13
0.0001,24799,,
,24799,2.6614832878112793,13
0.0001,24849,,
,24849,3.3155977725982666,13
0.0001,24899,,
,24899,2.9572277069091797,13
0.0001,24949,,
,24949,3.0816774368286133,13
0.0001,24999,,
,24999,2.630419969558716,13
0.0001,25049,,
,25049,2.747023344039917,13
0.0001,25099,,
,25099,2.799363613128662,13
0.0001,25149,,
,25149,2.8079257011413574,13
0.0001,25199,,
,25199,2.695406913757324,13
0.0001,25249,,
,25249,2.768477439880371,13
0.0001,25299,,
,25299,2.857536792755127,13
0.0001,25349,,
,25349,2.5473315715789795,13
0.0001,25399,,
,25399,2.9031424522399902,13
0.0001,25449,,
,25449,2.9785749912261963,13
0.0001,25499,,
,25499,2.654186725616455,14
0.0001,25549,,
,25549,2.668778896331787,14
0.0001,25599,,
,25599,3.0713493824005127,14
0.0001,25649,,
,25649,2.5661118030548096,14
0.0001,25699,,
,25699,2.675292491912842,14
0.0001,25749,,
,25749,2.600949764251709,14
0.0001,25799,,
,25799,2.6225709915161133,14
0.0001,25849,,
,25849,2.813349485397339,14
0.0001,25899,,
,25899,2.477078437805176,14
0.0001,25949,,
,25949,2.5901131629943848,14
0.0001,25999,,
,25999,2.717665195465088,14
0.0001,26049,,
,26049,2.726472854614258,14
0.0001,26099,,
,26099,2.726637363433838,14
0.0001,26149,,
,26149,2.5723209381103516,14
0.0001,26199,,
,26199,2.5572094917297363,14
0.0001,26249,,
,26249,2.705482006072998,14
0.0001,26299,,
,26299,2.5769846439361572,14
0.0001,26349,,
,26349,2.70216703414917,14
0.0001,26399,,
,26399,2.676901340484619,14
0.0001,26449,,
,26449,2.679683208465576,14
0.0001,26499,,
,26499,2.627591371536255,14
0.0001,26549,,
,26549,3.0386738777160645,14
0.0001,26599,,
,26599,2.870755195617676,14
0.0001,26649,,
,26649,2.688969135284424,14
0.0001,26699,,
,26699,2.621330738067627,14
0.0001,26749,,
,26749,3.0777955055236816,14
0.0001,26799,,
,26799,2.6495532989501953,14
0.0001,26849,,
,26849,2.787691593170166,14
0.0001,26899,,
,26899,2.783647298812866,14
0.0001,26949,,
,26949,2.9822158813476562,14
0.0001,26999,,
,26999,2.8165183067321777,14
0.0001,27049,,
,27049,2.51982045173645,14
0.0001,27099,,
,27099,2.876915454864502,14
0.0001,27149,,
,27149,3.0329766273498535,14
0.0001,27199,,
,27199,2.738645315170288,14
0.0001,27249,,
,27249,2.7551679611206055,14
